Date,SKU,Product Name,City,Sales
2023-01-02 0:00:00,F003,Badlands,Mumbai,30
2023-01-02 0:00:00,F004,Allen Dolly,Mumbai,72
2023-01-02 0:00:00,F005,Bucchi,Mumbai,28
2023-01-02 0:00:00,M001,Jhaomi,Mumbai,30
2023-01-02 0:00:00,M002,Samson,Mumbai,30
2023-01-02 0:00:00,M003,Mokia,Mumbai,21
2023-01-02 0:00:00,M004,Hotorola,Mumbai,3
2023-01-02 0:00:00,M005,2plus,Mumbai,25
2023-01-02 0:00:00,B001,Harry putar,Mumbai,3
2023-01-02 0:00:00,B002,4 states,Mumbai,58
2023-01-02 0:00:00,B003,Shaktiman Returns,Mumbai,38
2023-01-02 0:00:00,B004,Goli's Travel,Mumbai,63
2023-01-02 0:00:00,B005,Story of Your Life,Mumbai,41
2023-01-02 0:00:00,V001,Prince of Dholakpur,Mumbai,74
2023-01-02 0:00:00,V002,Nario,Mumbai,32
2023-01-02 0:00:00,V003,Pacman,Mumbai,57
2023-01-02 0:00:00,V004,LTA Wise City,Mumbai,39
2023-01-02 0:00:00,V005,HIFA 2023,Mumbai,57
2023-01-02 0:00:00,S001,Abibas Football,Mumbai,67
2023-01-02 0:00:00,S002,Rural Terrain Cycles,Mumbai,8
2023-01-02 0:00:00,S003,Monex Badminton Rackets,Mumbai,26
2023-01-02 0:00:00,S004,Yoga Mattress,Mumbai,53
2023-01-02 0:00:00,S005,Rocky Gym Set,Mumbai,0
2023-01-02 0:00:00,ME001,Pyllum Trimmers,Mumbai,1
2023-01-02 0:00:00,ME002,Softcare Electric Toothbrush,Mumbai,9
2023-01-02 0:00:00,ME003,Leg Messager,Mumbai,0
2023-01-02 0:00:00,ME004,NoFat Weighing Scale,Mumbai,9
2023-01-02 0:00:00,ME005,Screw Activity Watch,Mumbai,21
2023-01-02 0:00:00,K001,SureIt Purifier,Mumbai,23
2023-01-02 0:00:00,K002,Parrot Induction Stove,Mumbai,22
2023-01-02 0:00:00,K003,Jalepenoware Tiffin,Mumbai,12
2023-01-02 0:00:00,K004,Yamaka Rex 5000W Mixer Grinder,Mumbai,36
2023-01-02 0:00:00,K005,Mr.Clean Dishwasher,Mumbai,13
2023-01-02 0:00:00,H001,Blessing Atta 10kg pack,Mumbai,222
2023-01-02 0:00:00,H002,Amazing CornFlakes,Mumbai,56
2023-01-02 0:00:00,H003,Tata Yellow Label,Mumbai,93
2023-01-02 0:00:00,H004,Descafe Gold Blend coffee,Mumbai,26
2023-01-02 0:00:00,H005,Handmade Basmati Rice,Mumbai,179
2023-01-02 0:00:00,P001,Podigree Dog Food,Mumbai,68
2023-01-02 0:00:00,P002,Matty Dog Bed,Mumbai,58
2023-01-02 0:00:00,P003,Park Range Pet Shampoo,Mumbai,97
2023-01-02 0:00:00,P004,Old Mint Pet Shampoos,Mumbai,44
2023-01-02 0:00:00,P005,Reflective Dog RainCoat,Mumbai,44
2023-01-02 0:00:00,G001,Crafting Chandlar,Mumbai,49
2023-01-02 0:00:00,G002,Desi Kurti,Mumbai,101
2023-01-02 0:00:00,G003,Family Cake and Card Combo,Mumbai,141
2023-01-02 0:00:00,G004,Exact Flower Vase,Mumbai,36
2023-01-02 0:00:00,G005,Friends Dinner Set,Mumbai,122
2023-01-03 0:00:00,F001,Prateek England,Mumbai,79
2023-01-03 0:00:00,F002,Lucy Phillepe,Mumbai,12
2023-01-03 0:00:00,F003,Badlands,Mumbai,13
2023-01-03 0:00:00,F004,Allen Dolly,Mumbai,20
2023-01-03 0:00:00,F005,Bucchi,Mumbai,45
2023-01-03 0:00:00,M001,Jhaomi,Mumbai,8
2023-01-03 0:00:00,M002,Samson,Mumbai,25
2023-01-03 0:00:00,M003,Mokia,Mumbai,50
2023-01-03 0:00:00,M004,Hotorola,Mumbai,23
2023-01-03 0:00:00,M005,2plus,Mumbai,3
2023-01-03 0:00:00,B001,Harry putar,Mumbai,77
2023-01-03 0:00:00,B002,4 states,Mumbai,56
2023-01-03 0:00:00,B003,Shaktiman Returns,Mumbai,113
2023-01-03 0:00:00,B004,Goli's Travel,Mumbai,100
2023-01-03 0:00:00,B005,Story of Your Life,Mumbai,49
2023-01-03 0:00:00,V001,Prince of Dholakpur,Mumbai,86
2023-01-03 0:00:00,V002,Nario,Mumbai,204
2023-01-03 0:00:00,V003,Pacman,Mumbai,26
2023-01-03 0:00:00,V004,LTA Wise City,Mumbai,30
2023-01-03 0:00:00,V005,HIFA 2023,Mumbai,260
2023-01-03 0:00:00,S001,Abibas Football,Mumbai,14
2023-01-03 0:00:00,S002,Rural Terrain Cycles,Mumbai,0
2023-01-03 0:00:00,S003,Monex Badminton Rackets,Mumbai,37
2023-01-03 0:00:00,S004,Yoga Mattress,Mumbai,61
2023-01-03 0:00:00,S005,Rocky Gym Set,Mumbai,48
2023-01-03 0:00:00,ME001,Pyllum Trimmers,Mumbai,5
2023-01-03 0:00:00,ME002,Softcare Electric Toothbrush,Mumbai,1
2023-01-03 0:00:00,ME003,Leg Messager,Mumbai,6
2023-01-03 0:00:00,ME004,NoFat Weighing Scale,Mumbai,10
2023-01-03 0:00:00,ME005,Screw Activity Watch,Mumbai,7
2023-01-03 0:00:00,K001,SureIt Purifier,Mumbai,20
2023-01-03 0:00:00,K002,Parrot Induction Stove,Mumbai,13
2023-01-03 0:00:00,K003,Jalepenoware Tiffin,Mumbai,7
2023-01-03 0:00:00,K004,Yamaka Rex 5000W Mixer Grinder,Mumbai,13
2023-01-03 0:00:00,K005,Mr.Clean Dishwasher,Mumbai,38
2023-01-03 0:00:00,H001,Blessing Atta 10kg pack,Mumbai,197
2023-01-03 0:00:00,H002,Amazing CornFlakes,Mumbai,88
2023-01-03 0:00:00,H003,Tata Yellow Label,Mumbai,45
2023-01-03 0:00:00,H004,Descafe Gold Blend coffee,Mumbai,82
2023-01-03 0:00:00,H005,Handmade Basmati Rice,Mumbai,36
2023-01-03 0:00:00,P001,Podigree Dog Food,Mumbai,125
2023-01-03 0:00:00,P002,Matty Dog Bed,Mumbai,39
2023-01-03 0:00:00,P003,Park Range Pet Shampoo,Mumbai,61
2023-01-03 0:00:00,P004,Old Mint Pet Shampoos,Mumbai,9
2023-01-03 0:00:00,P005,Reflective Dog RainCoat,Mumbai,91
2023-01-03 0:00:00,G001,Crafting Chandlar,Mumbai,18
2023-01-03 0:00:00,G002,Desi Kurti,Mumbai,62
2023-01-03 0:00:00,G003,Family Cake and Card Combo,Mumbai,128
2023-01-03 0:00:00,G004,Exact Flower Vase,Mumbai,67
2023-01-03 0:00:00,G005,Friends Dinner Set,Mumbai,104
2023-01-04 0:00:00,F001,Prateek England,Mumbai,40
2023-01-04 0:00:00,F002,Lucy Phillepe,Mumbai,9
2023-01-04 0:00:00,F003,Badlands,Mumbai,82
2023-01-04 0:00:00,F004,Allen Dolly,Mumbai,29
2023-01-04 0:00:00,F005,Bucchi,Mumbai,36
2023-01-04 0:00:00,M001,Jhaomi,Mumbai,53
2023-01-04 0:00:00,M002,Samson,Mumbai,48
2023-01-04 0:00:00,M003,Mokia,Mumbai,15
2023-01-04 0:00:00,M004,Hotorola,Mumbai,36
2023-01-04 0:00:00,M005,2plus,Mumbai,42
2023-01-04 0:00:00,B001,Harry putar,Mumbai,20
2023-01-04 0:00:00,B002,4 states,Mumbai,35
2023-01-04 0:00:00,B003,Shaktiman Returns,Mumbai,47
2023-01-04 0:00:00,B004,Goli's Travel,Mumbai,51
2023-01-04 0:00:00,B005,Story of Your Life,Mumbai,54
2023-01-04 0:00:00,V001,Prince of Dholakpur,Mumbai,208
2023-01-04 0:00:00,V002,Nario,Mumbai,12
2023-01-04 0:00:00,V003,Pacman,Mumbai,99
2023-01-04 0:00:00,V004,LTA Wise City,Mumbai,21
2023-01-04 0:00:00,V005,HIFA 2023,Mumbai,216
2023-01-04 0:00:00,S001,Abibas Football,Mumbai,37
2023-01-04 0:00:00,S002,Rural Terrain Cycles,Mumbai,5
2023-01-04 0:00:00,S003,Monex Badminton Rackets,Mumbai,7
2023-01-04 0:00:00,S004,Yoga Mattress,Mumbai,55
2023-01-04 0:00:00,S005,Rocky Gym Set,Mumbai,29
2023-01-04 0:00:00,ME001,Pyllum Trimmers,Mumbai,26
2023-01-04 0:00:00,ME002,Softcare Electric Toothbrush,Mumbai,22
2023-01-04 0:00:00,ME003,Leg Messager,Mumbai,1
2023-01-04 0:00:00,ME004,NoFat Weighing Scale,Mumbai,3
2023-01-04 0:00:00,ME005,Screw Activity Watch,Mumbai,0
2023-01-04 0:00:00,K001,SureIt Purifier,Mumbai,0
2023-01-04 0:00:00,K002,Parrot Induction Stove,Mumbai,6
2023-01-04 0:00:00,K003,Jalepenoware Tiffin,Mumbai,32
2023-01-04 0:00:00,K004,Yamaka Rex 5000W Mixer Grinder,Mumbai,12
2023-01-04 0:00:00,K005,Mr.Clean Dishwasher,Mumbai,20
2023-01-04 0:00:00,H001,Blessing Atta 10kg pack,Mumbai,67
2023-01-04 0:00:00,H002,Amazing CornFlakes,Mumbai,41
2023-01-04 0:00:00,H003,Tata Yellow Label,Mumbai,12
2023-01-04 0:00:00,H004,Descafe Gold Blend coffee,Mumbai,39
2023-01-04 0:00:00,H005,Handmade Basmati Rice,Mumbai,190
2023-01-04 0:00:00,P001,Podigree Dog Food,Mumbai,9
2023-01-04 0:00:00,P002,Matty Dog Bed,Mumbai,21
2023-01-04 0:00:00,P003,Park Range Pet Shampoo,Mumbai,19
2023-01-04 0:00:00,P004,Old Mint Pet Shampoos,Mumbai,6
2023-01-04 0:00:00,P005,Reflective Dog RainCoat,Mumbai,34
2023-01-04 0:00:00,G001,Crafting Chandlar,Mumbai,10
2023-01-04 0:00:00,G002,Desi Kurti,Mumbai,56
2023-01-04 0:00:00,G003,Family Cake and Card Combo,Mumbai,52
2023-01-04 0:00:00,G004,Exact Flower Vase,Mumbai,38
2023-01-04 0:00:00,G005,Friends Dinner Set,Mumbai,124
2023-01-05 0:00:00,F001,Prateek England,Mumbai,81
2023-01-05 0:00:00,F002,Lucy Phillepe,Mumbai,66
2023-01-05 0:00:00,F003,Badlands,Mumbai,20
2023-01-05 0:00:00,F004,Allen Dolly,Mumbai,25
2023-01-05 0:00:00,F005,Bucchi,Mumbai,58
2023-01-05 0:00:00,M001,Jhaomi,Mumbai,7
2023-01-05 0:00:00,M002,Samson,Mumbai,35
2023-01-05 0:00:00,M003,Mokia,Mumbai,53
2023-01-05 0:00:00,M004,Hotorola,Mumbai,46
2023-01-05 0:00:00,M005,2plus,Mumbai,12
2023-01-05 0:00:00,B001,Harry putar,Mumbai,58
2023-01-05 0:00:00,B002,4 states,Mumbai,41
2023-01-05 0:00:00,B003,Shaktiman Returns,Mumbai,45
2023-01-05 0:00:00,B004,Goli's Travel,Mumbai,60
2023-01-05 0:00:00,B005,Story of Your Life,Mumbai,38
2023-01-05 0:00:00,V001,Prince of Dholakpur,Mumbai,13
2023-01-05 0:00:00,V002,Nario,Mumbai,12
2023-01-05 0:00:00,V003,Pacman,Mumbai,119
2023-01-05 0:00:00,V004,LTA Wise City,Mumbai,109
2023-01-05 0:00:00,V005,HIFA 2023,Mumbai,59
2023-01-05 0:00:00,S001,Abibas Football,Mumbai,0
2023-01-05 0:00:00,S002,Rural Terrain Cycles,Mumbai,22
2023-01-05 0:00:00,S003,Monex Badminton Rackets,Mumbai,11
2023-01-05 0:00:00,S004,Yoga Mattress,Mumbai,7
2023-01-05 0:00:00,S005,Rocky Gym Set,Mumbai,46
2023-01-05 0:00:00,ME001,Pyllum Trimmers,Mumbai,8
2023-01-05 0:00:00,ME002,Softcare Electric Toothbrush,Mumbai,3
2023-01-05 0:00:00,ME003,Leg Messager,Mumbai,15
2023-01-05 0:00:00,ME004,NoFat Weighing Scale,Mumbai,14
2023-01-05 0:00:00,ME005,Screw Activity Watch,Mumbai,21
2023-01-05 0:00:00,K001,SureIt Purifier,Mumbai,34
2023-01-05 0:00:00,K002,Parrot Induction Stove,Mumbai,21
2023-01-05 0:00:00,K003,Jalepenoware Tiffin,Mumbai,31
2023-01-05 0:00:00,K004,Yamaka Rex 5000W Mixer Grinder,Mumbai,41
2023-01-05 0:00:00,K005,Mr.Clean Dishwasher,Mumbai,3
2023-01-05 0:00:00,H001,Blessing Atta 10kg pack,Mumbai,212
2023-01-05 0:00:00,H002,Amazing CornFlakes,Mumbai,42
2023-01-05 0:00:00,H003,Tata Yellow Label,Mumbai,30
2023-01-05 0:00:00,H004,Descafe Gold Blend coffee,Mumbai,105
2023-01-05 0:00:00,H005,Handmade Basmati Rice,Mumbai,7
2023-01-05 0:00:00,P001,Podigree Dog Food,Mumbai,90
2023-01-05 0:00:00,P002,Matty Dog Bed,Mumbai,92
2023-01-05 0:00:00,P003,Park Range Pet Shampoo,Mumbai,38
2023-01-05 0:00:00,P004,Old Mint Pet Shampoos,Mumbai,17
2023-01-05 0:00:00,P005,Reflective Dog RainCoat,Mumbai,10
2023-01-05 0:00:00,G001,Crafting Chandlar,Mumbai,50
2023-01-05 0:00:00,G002,Desi Kurti,Mumbai,30
2023-01-05 0:00:00,G003,Family Cake and Card Combo,Mumbai,84
2023-01-05 0:00:00,G004,Exact Flower Vase,Mumbai,128
2023-01-05 0:00:00,G005,Friends Dinner Set,Mumbai,81
2023-01-06 0:00:00,F001,Prateek England,Mumbai,89
2023-01-06 0:00:00,F002,Lucy Phillepe,Mumbai,0
2023-01-06 0:00:00,F003,Badlands,Mumbai,30
2023-01-06 0:00:00,F004,Allen Dolly,Mumbai,47
2023-01-06 0:00:00,F005,Bucchi,Mumbai,46
2023-01-06 0:00:00,M001,Jhaomi,Mumbai,28
2023-01-06 0:00:00,M002,Samson,Mumbai,19
2023-01-06 0:00:00,M003,Mokia,Mumbai,20
2023-01-06 0:00:00,M004,Hotorola,Mumbai,50
2023-01-06 0:00:00,M005,2plus,Mumbai,3
2023-01-06 0:00:00,B001,Harry putar,Mumbai,56
2023-01-06 0:00:00,B002,4 states,Mumbai,43
2023-01-06 0:00:00,B003,Shaktiman Returns,Mumbai,55
2023-01-06 0:00:00,B004,Goli's Travel,Mumbai,75
2023-01-06 0:00:00,B005,Story of Your Life,Mumbai,20
2023-01-06 0:00:00,V001,Prince of Dholakpur,Mumbai,101
2023-01-06 0:00:00,V002,Nario,Mumbai,17
2023-01-06 0:00:00,V003,Pacman,Mumbai,156
2023-01-06 0:00:00,V004,LTA Wise City,Mumbai,30
2023-01-06 0:00:00,V005,HIFA 2023,Mumbai,177
2023-01-06 0:00:00,S001,Abibas Football,Mumbai,5
2023-01-06 0:00:00,S002,Rural Terrain Cycles,Mumbai,43
2023-01-06 0:00:00,S003,Monex Badminton Rackets,Mumbai,24
2023-01-06 0:00:00,S004,Yoga Mattress,Mumbai,48
2023-01-06 0:00:00,S005,Rocky Gym Set,Mumbai,6
2023-01-06 0:00:00,ME001,Pyllum Trimmers,Mumbai,3
2023-01-06 0:00:00,ME002,Softcare Electric Toothbrush,Mumbai,1
2023-01-06 0:00:00,ME003,Leg Messager,Mumbai,13
2023-01-06 0:00:00,ME004,NoFat Weighing Scale,Mumbai,48
2023-01-06 0:00:00,ME005,Screw Activity Watch,Mumbai,8
2023-01-06 0:00:00,K001,SureIt Purifier,Mumbai,19
2023-01-06 0:00:00,K002,Parrot Induction Stove,Mumbai,23
2023-01-06 0:00:00,K003,Jalepenoware Tiffin,Mumbai,44
2023-01-06 0:00:00,K004,Yamaka Rex 5000W Mixer Grinder,Mumbai,3
2023-01-06 0:00:00,K005,Mr.Clean Dishwasher,Mumbai,17
2023-01-06 0:00:00,H001,Blessing Atta 10kg pack,Mumbai,257
2023-01-06 0:00:00,H002,Amazing CornFlakes,Mumbai,286
2023-01-06 0:00:00,H003,Tata Yellow Label,Mumbai,112
2023-01-06 0:00:00,H004,Descafe Gold Blend coffee,Mumbai,288
2023-01-06 0:00:00,H005,Handmade Basmati Rice,Mumbai,0
2023-01-06 0:00:00,P001,Podigree Dog Food,Mumbai,164
2023-01-06 0:00:00,P002,Matty Dog Bed,Mumbai,49
2023-01-06 0:00:00,P003,Park Range Pet Shampoo,Mumbai,131
2023-01-06 0:00:00,P004,Old Mint Pet Shampoos,Mumbai,34
2023-01-06 0:00:00,P005,Reflective Dog RainCoat,Mumbai,74
2023-01-06 0:00:00,G001,Crafting Chandlar,Mumbai,2
2023-01-06 0:00:00,G002,Desi Kurti,Mumbai,18
2023-01-06 0:00:00,G003,Family Cake and Card Combo,Mumbai,79
2023-01-06 0:00:00,G004,Exact Flower Vase,Mumbai,176
2023-01-06 0:00:00,G005,Friends Dinner Set,Mumbai,57
2023-01-07 0:00:00,F001,Prateek England,Mumbai,12
2023-01-07 0:00:00,F002,Lucy Phillepe,Mumbai,90
2023-01-07 0:00:00,F003,Badlands,Mumbai,38
2023-01-07 0:00:00,F004,Allen Dolly,Mumbai,6
2023-01-07 0:00:00,F005,Bucchi,Mumbai,12
2023-01-07 0:00:00,M001,Jhaomi,Mumbai,35
2023-01-07 0:00:00,M002,Samson,Mumbai,14
2023-01-07 0:00:00,M003,Mokia,Mumbai,3
2023-01-07 0:00:00,M004,Hotorola,Mumbai,7
2023-01-07 0:00:00,M005,2plus,Mumbai,33
2023-01-07 0:00:00,B001,Harry putar,Mumbai,85
2023-01-07 0:00:00,B002,4 states,Mumbai,3
2023-01-07 0:00:00,B003,Shaktiman Returns,Mumbai,64
2023-01-07 0:00:00,B004,Goli's Travel,Mumbai,19
2023-01-07 0:00:00,B005,Story of Your Life,Mumbai,51
2023-01-07 0:00:00,V001,Prince of Dholakpur,Mumbai,41
2023-01-07 0:00:00,V002,Nario,Mumbai,21
2023-01-07 0:00:00,V003,Pacman,Mumbai,137
2023-01-07 0:00:00,V004,LTA Wise City,Mumbai,17
2023-01-07 0:00:00,V005,HIFA 2023,Mumbai,228
2023-01-07 0:00:00,S001,Abibas Football,Mumbai,16
2023-01-07 0:00:00,S002,Rural Terrain Cycles,Mumbai,29
2023-01-07 0:00:00,S003,Monex Badminton Rackets,Mumbai,37
2023-01-07 0:00:00,S004,Yoga Mattress,Mumbai,47
2023-01-07 0:00:00,S005,Rocky Gym Set,Mumbai,29
2023-01-07 0:00:00,ME001,Pyllum Trimmers,Mumbai,1
2023-01-07 0:00:00,ME002,Softcare Electric Toothbrush,Mumbai,11
2023-01-07 0:00:00,ME003,Leg Messager,Mumbai,5
2023-01-07 0:00:00,ME004,NoFat Weighing Scale,Mumbai,21
2023-01-07 0:00:00,ME005,Screw Activity Watch,Mumbai,35
2023-01-07 0:00:00,K001,SureIt Purifier,Mumbai,5
2023-01-07 0:00:00,K002,Parrot Induction Stove,Mumbai,10
2023-01-07 0:00:00,K003,Jalepenoware Tiffin,Mumbai,5
2023-01-07 0:00:00,K004,Yamaka Rex 5000W Mixer Grinder,Mumbai,46
2023-01-07 0:00:00,K005,Mr.Clean Dishwasher,Mumbai,7
2023-01-07 0:00:00,H001,Blessing Atta 10kg pack,Mumbai,37
2023-01-07 0:00:00,H002,Amazing CornFlakes,Mumbai,55
2023-01-07 0:00:00,H003,Tata Yellow Label,Mumbai,300
2023-01-07 0:00:00,H004,Descafe Gold Blend coffee,Mumbai,41
2023-01-07 0:00:00,H005,Handmade Basmati Rice,Mumbai,110
2023-01-07 0:00:00,P001,Podigree Dog Food,Mumbai,67
2023-01-07 0:00:00,P002,Matty Dog Bed,Mumbai,102
2023-01-07 0:00:00,P003,Park Range Pet Shampoo,Mumbai,35
2023-01-07 0:00:00,P004,Old Mint Pet Shampoos,Mumbai,75
2023-01-07 0:00:00,P005,Reflective Dog RainCoat,Mumbai,60
2023-01-07 0:00:00,G001,Crafting Chandlar,Mumbai,64
2023-01-07 0:00:00,G002,Desi Kurti,Mumbai,21
2023-01-07 0:00:00,G003,Family Cake and Card Combo,Mumbai,59
2023-01-07 0:00:00,G004,Exact Flower Vase,Mumbai,85
2023-01-07 0:00:00,G005,Friends Dinner Set,Mumbai,99
2023-01-08 0:00:00,F001,Prateek England,Mumbai,79
2023-01-08 0:00:00,F002,Lucy Phillepe,Mumbai,46
2023-01-08 0:00:00,F003,Badlands,Mumbai,50
2023-01-08 0:00:00,F004,Allen Dolly,Mumbai,30
2023-01-08 0:00:00,F005,Bucchi,Mumbai,90
2023-01-08 0:00:00,M001,Jhaomi,Mumbai,51
2023-01-08 0:00:00,M002,Samson,Mumbai,42
2023-01-08 0:00:00,M003,Mokia,Mumbai,6
2023-01-08 0:00:00,M004,Hotorola,Mumbai,27
2023-01-08 0:00:00,M005,2plus,Mumbai,5
2023-01-08 0:00:00,B001,Harry putar,Mumbai,35
2023-01-08 0:00:00,B002,4 states,Mumbai,90
2023-01-08 0:00:00,B003,Shaktiman Returns,Mumbai,112
2023-01-08 0:00:00,B004,Goli's Travel,Mumbai,50
2023-01-08 0:00:00,B005,Story of Your Life,Mumbai,59
2023-01-08 0:00:00,V001,Prince of Dholakpur,Mumbai,53
2023-01-08 0:00:00,V002,Nario,Mumbai,12
2023-01-08 0:00:00,V003,Pacman,Mumbai,56
2023-01-08 0:00:00,V004,LTA Wise City,Mumbai,9
2023-01-08 0:00:00,V005,HIFA 2023,Mumbai,20
2023-01-08 0:00:00,S001,Abibas Football,Mumbai,38
2023-01-08 0:00:00,S002,Rural Terrain Cycles,Mumbai,15
2023-01-08 0:00:00,S003,Monex Badminton Rackets,Mumbai,17
2023-01-08 0:00:00,S004,Yoga Mattress,Mumbai,48
2023-01-08 0:00:00,S005,Rocky Gym Set,Mumbai,46
2023-01-08 0:00:00,ME001,Pyllum Trimmers,Mumbai,14
2023-01-08 0:00:00,ME002,Softcare Electric Toothbrush,Mumbai,40
2023-01-08 0:00:00,ME003,Leg Messager,Mumbai,14
2023-01-08 0:00:00,ME004,NoFat Weighing Scale,Mumbai,0
2023-01-08 0:00:00,ME005,Screw Activity Watch,Mumbai,27
2023-01-08 0:00:00,K001,SureIt Purifier,Mumbai,0
2023-01-08 0:00:00,K002,Parrot Induction Stove,Mumbai,23
2023-01-08 0:00:00,K003,Jalepenoware Tiffin,Mumbai,24
2023-01-08 0:00:00,K004,Yamaka Rex 5000W Mixer Grinder,Mumbai,4
2023-01-08 0:00:00,K005,Mr.Clean Dishwasher,Mumbai,9
2023-01-08 0:00:00,H001,Blessing Atta 10kg pack,Mumbai,212
2023-01-08 0:00:00,H002,Amazing CornFlakes,Mumbai,131
2023-01-08 0:00:00,H003,Tata Yellow Label,Mumbai,85
2023-01-08 0:00:00,H004,Descafe Gold Blend coffee,Mumbai,29
2023-01-08 0:00:00,H005,Handmade Basmati Rice,Mumbai,209
2023-01-08 0:00:00,P001,Podigree Dog Food,Mumbai,52
2023-01-08 0:00:00,P002,Matty Dog Bed,Mumbai,80
2023-01-08 0:00:00,P003,Park Range Pet Shampoo,Mumbai,35
2023-01-08 0:00:00,P004,Old Mint Pet Shampoos,Mumbai,58
2023-01-08 0:00:00,P005,Reflective Dog RainCoat,Mumbai,155
2023-01-08 0:00:00,G001,Crafting Chandlar,Mumbai,156
2023-01-08 0:00:00,G002,Desi Kurti,Mumbai,47
2023-01-08 0:00:00,G003,Family Cake and Card Combo,Mumbai,35
2023-01-08 0:00:00,G004,Exact Flower Vase,Mumbai,106
2023-01-08 0:00:00,G005,Friends Dinner Set,Mumbai,64
2023-01-09 0:00:00,F001,Prateek England,Mumbai,62
2023-01-09 0:00:00,F002,Lucy Phillepe,Mumbai,66
2023-01-09 0:00:00,F003,Badlands,Mumbai,58
2023-01-09 0:00:00,F004,Allen Dolly,Mumbai,1
2023-01-09 0:00:00,F005,Bucchi,Mumbai,81
2023-01-09 0:00:00,M001,Jhaomi,Mumbai,3
2023-01-09 0:00:00,M002,Samson,Mumbai,38
2023-01-09 0:00:00,M003,Mokia,Mumbai,20
2023-01-09 0:00:00,M004,Hotorola,Mumbai,52
2023-01-09 0:00:00,M005,2plus,Mumbai,13
2023-01-09 0:00:00,B001,Harry putar,Mumbai,73
2023-01-09 0:00:00,B002,4 states,Mumbai,21
2023-01-09 0:00:00,B003,Shaktiman Returns,Mumbai,36
2023-01-09 0:00:00,B004,Goli's Travel,Mumbai,40
2023-01-09 0:00:00,B005,Story of Your Life,Mumbai,17
2023-01-09 0:00:00,V001,Prince of Dholakpur,Mumbai,47
